customer,product,2004_qty_month1,2004_qty_month2,2004_qty_month3,2004_qty_month4,2004_qty_month5,2004_qty_month6,2004_qty_month7,2004_qty_month8,2004_qty_month9,2004_qty_month10,2004_qty_month11,2004_qty_month12,2004_qty_quarter1,2004_qty_quarter2,2004_qty_quarter3,2004_qty_quarter4,2004_Total_qty
T151821619,PRD3,0,0,0,0,120,60,30,0,0,0,0,0,0,180,30,0,210
T151880830,PRD2,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,10
T152620102,PRD2,60,0,0,0,0,0,60,0,0,0,0,0,60,0,60,0,120
T152710367,PRD2,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14
T152840198,PRD2,0,0,0,0,0,0,0,90,0,0,0,0,0,0,90,0,90
T152840198,PRD3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,60
T152840198,PRD1,0,0,0,0,0,0,0,120,0,0,0,0,0,0,120,0,120
T152860609,PRD2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,20
T152890169,PRD2,0,0,0,0,15,0,25,0,0,0,0,0,0,15,25,0,40
T152900546,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T154750428,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T154770575,PRD2,0,0,3,0,0,45,0,0,14,0,0,0,3,45,14,0,62
T155640149,PRD1,0,0,0,0,0,0,0,60,0,0,0,60,0,0,60,60,120
T155820863,PRD2,0,0,0,0,0,0,0,30,30,0,0,0,0,0,60,0,60
T155840715,PRD2,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60
T156770680,PRD2,0,30,30,0,0,0,0,0,0,0,0,0,60,0,0,0,60
T156770680,PRD3,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,30
T156780522,PRD1,0,120,0,0,0,0,0,0,0,0,0,0,120,0,0,0,120
T156800049,PRD2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,30
T156820841,PRD2,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10
T156820841,PRD3,72,0,20,0,0,20,30,0,60,0,0,0,92,20,90,0,202
T156820841,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T156850408,PRD1,30,0,80,0,0,20,0,0,0,0,0,0,110,20,0,0,130
T159780975,PRD2,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,20
T159801002,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T159821138,PRD2,0,30,50,0,25,0,33,0,60,0,0,0,80,25,93,0,198
T159821138,PRD1,0,0,0,0,0,0,0,0,0,58,98,0,0,0,0,156,156
T159880212,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T160700318,PRD2,0,0,48,0,0,6,0,8,0,0,0,0,48,6,8,0,62
T161750073,PRD2,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12
T161780492,PRD1,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30
T161790699,PRD2,10,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20
T161800844,PRD1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,30
T161820043,PRD2,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12
T161840486,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T161880036,PRD1,0,0,0,0,0,180,0,0,180,0,0,180,0,180,180,180,540
T162670626,PRD2,0,0,5,0,0,0,48,0,0,0,0,0,5,0,48,0,53
T162670626,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T162700382,PRD1,90,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,90
T162710216,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T162711339,PRD2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10
T162731022,PRD3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,30
T162791422,PRD2,0,0,0,0,0,0,60,30,30,0,0,0,0,0,120,0,120
T162810123,PRD2,0,14,21,164,7,0,0,14,10,0,0,0,35,171,24,0,230
T162810123,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T162831145,PRD2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,12
T162840584,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T162870375,PRD3,0,0,0,0,0,16,24,0,0,0,0,0,0,16,24,0,40
T162870375,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T162880209,PRD2,0,0,20,0,0,0,0,0,30,0,0,0,20,0,30,0,50
T162881281,PRD2,120,127,52,147,75,131,226,267,79,0,0,0,299,353,572,0,1224
T163633037,PRD3,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30
T163801220,PRD2,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20
T164860457,PRD2,0,12,6,8,0,0,0,0,0,0,0,0,18,8,0,0,26
T165780208,PRD3,0,0,0,80,60,0,0,60,0,0,0,0,0,140,60,0,200
T165830219,PRD2,0,0,30,30,0,0,0,0,0,0,0,0,30,30,0,0,60
T165860670,PRD2,15,5,0,25,10,10,0,10,10,0,0,0,20,45,20,0,85
T166670052,PRD2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,30
T166761447,PRD2,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
T166780421,PRD3,30,0,0,0,0,0,0,0,0,0,60,0,30,0,0,60,90
T166781536,PRD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T166781536,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T166800451,PRD2,0,0,30,20,0,0,0,0,0,0,0,0,30,20,0,0,50
T166800451,PRD1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,30
T166841661,PRD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T166850761,PRD2,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,14
T166861354,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T167650251,PRD1,0,0,0,0,0,0,0,90,0,0,0,0,0,0,90,0,90
T167700478,PRD2,0,60,0,0,30,0,0,0,0,0,0,0,60,30,0,0,90
T167700478,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T167731093,PRD1,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,30
T167810152,PRD1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,30
T167861254,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T170770260,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T170810511,PRD2,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10
T171790209,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T171850706,PRD2,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20
T171850706,PRD3,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20
T172780085,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T172790232,PRD2,0,77,0,0,35,30,95,90,0,0,0,0,77,65,185,0,327
T172790232,PRD3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,30
T172790232,PRD1,0,0,0,30,0,30,0,0,0,0,0,0,0,60,0,0,60
T172800437,PRD1,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28
T172830997,PRD3,0,20,0,0,0,0,20,0,0,0,0,0,20,0,20,0,40
T174870181,PRD2,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10
T175830217,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T175890336,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T177870667,PRD2,0,0,12,0,20,0,0,7,17,0,0,0,12,20,24,0,56
T179790384,PRD2,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,12
T179800117,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T179890324,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T179900389,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T180780051,PRD2,0,0,0,30,0,30,60,0,0,0,0,0,0,60,60,0,120
T181850027,PRD3,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,60
T182820069,PRD3,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,30
T182820069,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XBB6808705,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMJ1455256,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T122168165,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7243,PRD2,0,0,75,15,105,15,30,96,15,0,0,0,75,135,141,0,351
7243,PRD3,0,0,0,0,0,0,0,30,122,90,60,0,0,0,152,150,302
7243,PRD1,90,220,120,102,60,0,60,90,120,315,194,157,430,162,270,666,1528
7845,PRD2,0,30,30,30,30,0,60,30,0,0,0,0,60,60,90,0,210
7845,PRD1,270,240,90,30,30,60,60,30,30,0,30,30,600,120,120,60,900
10356,PRD2,94,166,90,128,60,30,0,30,0,0,0,0,350,218,30,0,598
10356,PRD3,0,0,0,30,0,33,33,40,33,66,33,33,0,63,106,132,301
10356,PRD1,30,30,30,154,0,60,0,0,0,0,0,0,90,214,0,0,304
23280,PRD2,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,60
23280,PRD3,0,84,100,115,100,90,90,110,30,170,90,90,184,305,230,350,1069
23280,PRD1,150,90,60,30,110,150,164,140,80,84,0,30,300,290,384,114,1088
23518,PRD2,30,0,60,30,30,0,0,0,0,0,0,0,90,60,0,0,150
24235,PRD3,90,30,60,0,30,60,0,60,30,0,0,0,180,90,90,0,360
25085,PRD2,0,0,0,90,30,60,90,60,0,0,0,0,0,180,150,0,330
25085,PRD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25085,PRD1,331,90,240,210,150,60,150,30,30,170,120,150,661,420,210,440,1731
25842,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26084,PRD2,240,240,60,60,60,330,270,540,60,0,0,0,540,450,870,0,1860
26084,PRD3,60,0,0,0,60,60,91,60,0,0,0,0,60,120,151,0,331
26084,PRD1,0,60,0,60,0,0,31,60,0,0,0,0,60,60,91,0,211
26204,PRD2,0,0,120,0,0,60,120,60,0,0,0,0,120,60,180,0,360
26204,PRD1,240,180,210,0,0,0,0,0,60,180,120,180,630,0,60,480,1170
26320,PRD3,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,20
26320,PRD1,0,0,0,0,20,0,90,0,0,0,0,0,0,20,90,0,110
26667,PRD1,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30
26894,PRD3,214,0,60,0,0,120,60,0,0,0,60,0,274,120,60,60,514
26894,PRD1,148,140,0,0,0,0,0,0,0,0,0,0,288,0,0,0,288
27239,PRD3,0,0,0,30,0,0,0,0,0,0,60,0,0,30,0,60,90
27239,PRD1,0,0,0,0,60,0,0,0,60,0,0,0,0,60,60,0,120
27355,PRD2,30,0,0,30,30,0,0,0,0,0,0,0,30,60,0,0,90
27355,PRD1,0,0,0,0,0,0,90,30,0,0,0,0,0,0,120,0,120
27587,PRD2,60,30,0,0,0,0,0,3,28,0,0,0,90,0,31,0,121
27587,PRD3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,60
27587,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27819,PRD2,0,0,0,0,0,0,60,0,0,0,0,0,0,0,60,0,60
27819,PRD3,0,0,0,0,0,0,50,0,100,0,0,0,0,0,150,0,150
27819,PRD1,0,0,0,100,0,100,0,0,0,0,0,0,0,200,0,0,200
27931,PRD3,0,0,0,0,0,0,0,60,0,0,0,60,0,0,60,60,120
27931,PRD1,30,180,30,0,0,0,30,0,30,30,0,60,240,0,60,90,390
28036,PRD2,30,60,60,90,90,270,90,90,0,0,0,0,150,450,180,0,780
28036,PRD3,0,0,0,0,30,0,30,0,0,60,0,0,0,30,30,60,120
28036,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28712,PRD2,0,60,60,30,90,365,90,150,300,0,0,0,120,485,540,0,1145
28712,PRD3,130,100,40,260,420,0,290,0,180,90,0,90,270,680,470,180,1600
28712,PRD1,780,870,510,510,600,960,254,620,280,340,760,310,2160,2070,1154,1410,6794
29148,PRD2,30,30,30,60,0,0,0,0,0,0,0,0,90,60,0,0,150
29148,PRD1,30,90,0,30,30,60,30,30,30,30,0,0,120,120,90,30,360
29260,PRD2,420,259,342,644,459,432,480,524,419,0,0,0,1021,1535,1423,0,3979
29260,PRD3,180,330,270,390,270,60,270,270,450,180,180,250,780,720,990,610,3100
29260,PRD1,900,887,1304,644,1338,1270,854,1254,1080,540,1350,870,3091,3252,3188,2760,12291
29370,PRD2,150,151,240,120,195,150,390,210,120,0,0,0,541,465,720,0,1726
29370,PRD3,60,60,30,37,60,75,60,120,60,150,120,180,150,172,240,450,1012
29370,PRD1,721,360,435,487,540,491,377,572,665,970,337,180,1516,1518,1614,1487,6135
29828,PRD2,150,30,30,60,60,30,0,0,0,0,0,0,210,150,0,0,360
29828,PRD3,60,30,30,30,0,0,0,0,0,0,0,0,120,30,0,0,150
29828,PRD1,310,30,120,210,90,100,180,120,0,30,90,30,460,400,300,150,1310
29945,PRD1,0,0,0,68,54,34,34,0,162,30,60,0,0,156,196,90,442
30069,PRD2,300,150,120,351,240,150,240,210,120,0,0,0,570,741,570,0,1881
30069,PRD3,0,30,150,60,0,60,60,90,120,344,180,60,180,120,270,584,1154
30069,PRD1,960,1138,1020,1600,718,630,630,700,720,710,688,478,3118,2948,2050,1876,9992
30307,PRD2,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,60
32143,PRD2,274,214,154,312,160,288,278,342,130,180,0,0,642,760,750,180,2332
32143,PRD3,484,278,394,120,214,415,638,338,214,440,420,75,1156,749,1190,935,4030
32143,PRD1,850,582,590,700,520,1040,368,1178,151,890,469,390,2022,2260,1697,1749,7728
32254,PRD2,240,300,120,210,280,240,390,210,330,0,0,0,660,730,930,0,2320
32254,PRD3,210,90,90,90,150,90,120,210,120,60,210,60,390,330,450,330,1500
32254,PRD1,240,450,310,300,300,150,240,450,340,515,442,240,1000,750,1030,1197,3977
32358,PRD2,0,0,0,6,0,0,20,0,10,0,0,0,0,6,30,0,36
32358,PRD3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,30
32358,PRD1,90,0,8,214,30,270,360,180,90,60,90,330,98,514,630,480,1722
32571,PRD2,0,0,0,0,15,0,30,0,60,0,0,0,0,15,90,0,105
32571,PRD3,102,26,6,6,56,30,0,30,6,0,0,30,134,92,36,30,292
32571,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32685,PRD2,0,0,0,0,0,0,0,0,90,0,0,0,0,0,90,0,90
32685,PRD1,0,0,0,30,30,0,0,0,0,0,0,0,0,60,0,0,60
32899,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33115,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33225,PRD2,180,150,210,120,270,80,231,90,270,0,0,0,540,470,591,0,1601
33225,PRD3,210,180,210,240,120,210,300,300,270,630,480,360,600,570,870,1470,3510
33225,PRD1,150,60,90,90,60,90,120,180,60,174,180,246,300,240,360,600,1500
33333,PRD1,30,30,30,30,0,0,0,0,30,0,30,0,90,30,30,30,180
33441,PRD2,280,120,120,120,150,120,360,150,180,0,0,0,520,390,690,0,1600
33441,PRD3,60,0,0,0,30,180,204,240,180,240,210,210,60,210,624,660,1554
33441,PRD1,312,420,240,570,360,720,840,480,1082,938,788,1148,972,1650,2402,2874,7898
33548,PRD2,270,217,180,210,270,180,180,210,120,0,0,0,667,660,510,0,1837
33548,PRD3,0,0,0,0,0,0,0,0,0,384,214,98,0,0,0,696,696
33548,PRD1,60,30,0,30,60,30,128,30,98,414,414,466,90,120,256,1294,1760
33651,PRD2,321,150,100,120,100,120,265,150,55,0,0,0,571,340,470,0,1381
33651,PRD3,0,60,0,0,0,0,90,30,60,0,0,0,60,0,180,0,240
33651,PRD1,330,90,330,180,180,180,330,180,150,330,180,240,750,540,660,750,2700
33763,PRD2,684,331,150,394,310,314,610,440,494,0,0,0,1165,1018,1544,0,3727
33763,PRD3,30,0,60,60,120,70,90,60,60,60,90,30,90,250,210,180,730
33763,PRD1,270,460,359,510,340,570,284,450,270,330,180,300,1089,1420,1004,810,4323
33978,PRD2,0,40,0,0,0,0,0,0,30,0,0,0,40,0,30,0,70
33978,PRD3,0,120,0,0,0,20,0,0,0,0,0,0,120,20,0,0,140
33978,PRD1,0,90,0,0,60,60,0,0,0,0,60,0,90,120,0,60,270
34299,PRD2,0,120,64,90,120,290,100,120,90,0,0,0,184,500,310,0,994
34299,PRD3,150,60,160,60,160,100,190,210,110,160,130,150,370,320,510,440,1640
34299,PRD1,60,150,60,60,0,30,30,0,0,0,0,0,270,90,30,0,390
34516,PRD2,120,60,60,30,0,0,0,0,0,0,0,0,240,30,0,0,270
34626,PRD2,34,34,68,68,34,34,68,68,34,0,0,0,136,136,170,0,442
34846,PRD2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,30
34846,PRD3,30,0,90,30,0,30,30,30,30,30,50,30,120,60,90,110,380
34846,PRD1,30,0,34,30,0,0,0,60,0,30,0,30,64,30,60,60,214
35072,PRD2,500,860,840,400,670,720,480,950,690,30,0,0,2200,1790,2120,30,6140
35072,PRD3,30,250,30,0,60,0,0,0,30,116,60,30,310,60,30,206,606
35072,PRD1,120,180,120,60,150,0,150,120,180,150,150,210,420,210,450,510,1590
35183,PRD1,0,0,0,0,0,45,45,45,45,90,45,45,0,45,135,180,360
35288,PRD2,0,0,0,0,0,0,210,30,0,0,0,0,0,0,240,0,240
35288,PRD3,0,0,0,0,0,0,180,0,0,0,0,0,0,0,180,0,180
35288,PRD1,0,0,0,0,0,0,510,0,0,0,0,180,0,0,510,180,690
35507,PRD2,202,160,365,472,452,368,400,362,120,0,0,0,727,1292,882,0,2901
35507,PRD3,60,90,100,150,70,60,30,150,30,60,30,0,250,280,210,90,830
35507,PRD1,120,120,120,90,30,90,30,0,270,360,90,180,360,210,300,630,1500
35612,PRD2,240,300,480,210,270,330,630,390,240,0,0,0,1020,810,1260,0,3090
35612,PRD3,332,120,287,160,356,321,550,631,550,388,606,300,739,837,1731,1294,4601
35612,PRD1,540,600,690,360,420,540,900,630,750,600,300,360,1830,1320,2280,1260,6690
35722,PRD2,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,60
35722,PRD3,60,0,0,0,0,0,0,0,0,30,210,240,60,0,0,480,540
35722,PRD1,180,0,0,0,0,0,0,0,0,120,120,120,180,0,0,360,540
35830,PRD2,10,43,0,42,30,0,0,74,20,0,0,0,53,72,94,0,219
35830,PRD3,180,0,290,28,180,30,0,120,0,0,0,90,470,238,120,90,918
35830,PRD1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,28,28
35938,PRD2,0,60,30,30,0,0,60,0,0,0,0,0,90,30,60,0,180
35938,PRD3,60,180,120,0,120,65,30,154,25,0,0,0,360,185,209,0,754
35938,PRD1,60,60,150,180,90,150,120,210,30,30,60,30,270,420,360,120,1170
36050,PRD2,270,480,330,540,362,300,311,480,255,0,0,0,1080,1202,1046,0,3328
36050,PRD3,90,225,150,120,180,240,240,240,180,828,300,390,465,540,660,1518,3183
36050,PRD1,960,600,1380,1230,960,1095,1170,1110,1320,1110,960,1140,2940,3285,3600,3210,13035
36162,PRD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36273,PRD1,0,0,60,0,30,0,0,0,0,0,0,0,60,30,0,0,90
36378,PRD2,60,15,30,210,60,0,270,30,0,0,0,0,105,270,300,0,675
36378,PRD3,0,0,120,0,0,0,0,0,0,0,0,0,120,0,0,0,120
36378,PRD1,120,180,120,180,120,300,120,120,120,120,180,180,420,600,360,480,1860
36491,PRD2,0,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30
36491,PRD1,0,0,0,0,0,30,20,0,0,0,0,0,0,30,20,0,50
36604,PRD2,90,30,0,90,0,30,30,30,60,0,0,0,120,120,120,0,360
36604,PRD3,0,0,30,30,0,0,0,0,0,0,0,0,30,30,0,0,60
36604,PRD1,0,0,0,0,0,0,30,30,180,60,30,0,0,0,240,90,330
36717,PRD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36824,PRD2,0,30,60,0,0,0,30,0,14,0,0,0,90,0,44,0,134
36824,PRD3,124,192,104,95,75,30,121,121,134,100,110,30,420,200,376,240,1236
36824,PRD1,404,150,410,30,230,44,160,196,276,30,320,0,964,304,632,350,2250
36934,PRD2,270,120,210,210,210,180,300,600,300,0,0,0,600,600,1200,0,2400
36934,PRD3,68,0,60,0,0,20,0,30,60,155,180,31,128,20,90,366,604
36934,PRD1,302,92,141,241,171,332,309,360,609,559,607,430,535,744,1278,1596,4153
37044,PRD2,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0,0,50
37044,PRD3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,14
37151,PRD2,480,248,510,240,210,210,211,242,270,0,0,0,1238,660,723,0,2621
37151,PRD3,212,180,390,120,240,300,120,240,780,660,300,270,782,660,1140,1230,3812
37151,PRD1,300,180,360,540,480,300,240,120,240,0,360,150,840,1320,600,510,3270
37365,PRD2,0,30,60,120,60,0,60,60,60,0,0,0,90,180,180,0,450
37365,PRD3,261,330,270,375,340,569,808,600,760,1029,508,547,861,1284,2168,2084,6397
37365,PRD1,180,150,90,120,150,240,240,300,240,180,240,330,420,510,780,750,2460
37469,PRD2,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15
37469,PRD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37469,PRD1,145,30,80,15,15,0,315,290,195,220,180,120,255,30,800,520,1605
37795,PRD2,30,60,114,180,30,190,120,60,60,0,0,0,204,400,240,0,844
37795,PRD3,180,210,340,240,480,450,210,320,210,150,270,90,730,1170,740,510,3150
37795,PRD1,450,120,420,240,270,300,270,210,280,330,270,360,990,810,760,960,3520
37905,PRD3,0,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30
37905,PRD1,0,0,0,0,0,0,60,0,0,0,0,0,0,0,60,0,60
38018,PRD2,30,30,0,0,90,30,90,90,90,0,0,0,60,120,270,0,450
38018,PRD3,0,0,0,0,0,0,0,0,90,0,0,0,0,0,90,0,90
38018,PRD1,0,0,0,30,90,30,0,90,30,420,30,30,0,150,120,480,750
38125,PRD2,60,210,30,30,30,60,0,60,0,0,0,0,300,120,60,0,480
38125,PRD3,0,0,0,0,0,0,30,60,0,210,60,180,0,0,90,450,540
38125,PRD1,0,0,30,30,30,30,0,30,30,150,90,270,30,90,60,510,690
38242,PRD2,0,180,0,0,90,0,0,0,0,0,0,0,180,90,0,0,270
38586,PRD2,150,150,210,270,330,450,150,460,210,0,0,0,510,1050,820,0,2380
38586,PRD3,30,150,90,74,18,120,160,270,194,434,230,200,270,212,624,864,1970
38586,PRD1,1094,540,660,1153,678,930,780,840,810,740,769,600,2294,2761,2430,2109,9594
38820,PRD2,90,390,30,60,126,210,90,60,185,0,0,0,510,396,335,0,1241
38820,PRD1,60,0,210,0,90,90,30,90,0,184,120,60,270,180,120,364,934
38939,PRD2,572,240,150,545,375,384,312,498,462,0,0,0,962,1304,1272,0,3538
38939,PRD3,60,134,404,150,90,183,90,150,120,320,155,90,598,423,360,565,1946
38939,PRD1,544,318,324,664,364,364,381,441,462,663,582,720,1186,1392,1284,1965,5827
39056,PRD2,97,120,210,240,285,240,270,180,210,0,0,0,427,765,660,0,1852
39056,PRD3,986,1323,1157,1326,900,817,1417,1034,820,620,795,496,3466,3043,3271,1911,11691
39056,PRD1,1023,185,900,600,1320,990,545,799,730,570,540,600,2108,2910,2074,1710,8802
39183,PRD2,120,330,210,180,540,150,180,150,150,0,0,0,660,870,480,0,2010
39183,PRD3,0,0,0,0,30,30,0,30,90,90,90,30,0,60,120,210,390
39183,PRD1,180,60,150,210,105,90,570,150,570,510,285,375,390,405,1290,1170,3255
39309,PRD2,1074,1260,1085,1084,1010,1200,1325,970,990,0,0,0,3419,3294,3285,0,9998
39309,PRD3,480,570,450,150,360,580,420,210,420,815,335,420,1500,1090,1050,1570,5210
39309,PRD1,2053,1387,2220,2190,2354,1710,2435,2232,1950,1986,1920,1226,5660,6254,6617,5132,23663
39426,PRD2,0,0,18,0,0,0,0,0,0,0,0,0,18,0,0,0,18
39426,PRD1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,30
39542,PRD2,150,150,270,370,180,240,300,90,280,0,0,0,570,790,670,0,2030
39542,PRD3,210,180,236,210,120,180,254,210,180,90,150,120,626,510,644,360,2140
39542,PRD1,360,270,300,390,300,510,240,300,300,270,180,270,930,1200,840,720,3690
39656,PRD2,740,722,1258,1186,813,951,582,1004,734,0,0,0,2720,2950,2320,0,7990
39656,PRD3,120,436,120,150,0,90,240,90,226,510,150,60,676,240,556,720,2192
39656,PRD1,360,306,350,180,240,240,570,570,840,1050,1530,1050,1016,660,1980,3630,7286
39771,PRD2,360,300,150,90,180,330,240,150,60,0,0,0,810,600,450,0,1860
39771,PRD3,400,90,60,180,180,150,120,150,210,514,240,364,550,510,480,1118,2658
39771,PRD1,652,210,1058,476,780,720,600,720,480,480,664,330,1920,1976,1800,1474,7170
40019,PRD2,0,30,30,0,60,90,0,0,90,0,0,0,60,150,90,0,300
40019,PRD1,0,0,0,0,0,0,60,0,0,0,0,0,0,0,60,0,60
40146,PRD2,0,90,180,90,0,120,60,90,30,0,0,0,270,210,180,0,660
40146,PRD3,30,30,0,60,60,60,60,0,60,120,60,0,60,180,120,180,540
40146,PRD1,180,120,120,60,120,60,0,60,0,90,120,120,420,240,60,330,1050
40262,PRD2,360,330,565,240,120,210,340,90,30,0,0,0,1255,570,460,0,2285
40262,PRD3,74,0,180,30,134,44,100,60,30,50,90,74,254,208,190,214,866
40262,PRD1,450,630,670,520,750,390,350,540,570,916,840,540,1750,1660,1460,2296,7166
40384,PRD2,30,0,30,120,15,125,60,30,0,0,0,0,60,260,90,0,410
40384,PRD3,0,0,60,0,60,60,30,0,60,150,60,30,60,120,90,240,510
40384,PRD1,30,30,30,30,30,30,0,0,0,0,0,90,90,90,0,90,270
40497,PRD2,405,750,465,541,661,654,570,450,695,0,0,0,1620,1856,1715,0,5191
40497,PRD3,704,554,974,1318,674,1332,624,1208,1148,762,792,554,2232,3324,2980,2108,10644
40497,PRD1,1240,1630,2275,1200,1910,1355,1390,1664,2156,1282,1336,1448,5145,4465,5210,4066,18886
40613,PRD2,0,30,60,30,30,30,0,0,0,0,0,0,90,90,0,0,180
40613,PRD1,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,20
40732,PRD2,580,630,490,456,510,443,580,504,700,0,0,0,1700,1409,1784,0,4893
40732,PRD3,300,300,350,150,150,187,150,180,180,180,240,240,950,487,510,660,2607
40732,PRD1,930,600,750,784,540,540,720,578,660,510,694,390,2280,1864,1958,1594,7696
40847,PRD2,90,194,120,200,270,300,120,120,300,0,0,0,404,770,540,0,1714
40847,PRD3,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,90,90
